Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription
870,1977,8,19,6,8,55,4,1,8.3,,,0,INDONESIA,SUNDANanISLANDS,-11.164,118.378,15,16,,3.9,3,189,3,,,75,2,1.2,2,,,,,189,3,,,75,2,1.2,2,,,,
871,1977,8,20,,,,-1,1,5.5,,,0,PAPUANanNEWNanGUINEA,ADMIRALTYNanISLANDS,-1.1,146.2,0.5,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
872,1977,8,28,20,10,5,2,1,5.5,,,0,PAPUANanNEWNanGUINEA,ADMIRALTYNanISLANDS,-1.081,146.23,0.6,1,,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,
873,1977,10,10,11,53,53.6,2,1,7.2,,,0,TONGA,TONGANanTRENCH,-25.856,-175.406,0.03,2,,,-3,,,,,,,,,,,,,,,,,,,,,,,,
874,1978,1,14,3,24,39,4,1,6.6,,,0,JAPAN,TOKAIDO,34.809,139.259,0.35,14,,-0.7,,,,,,,,,,,,,,25,1,,,129,3,,3,85,2,544,3
875,1978,3,22,0,50,32.2,4,1,6.7,,,0,RUSSIA,S.NanKURILNanISLANDS,44.026,149.002,0.07,2,,0.1,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
876,1978,3,22,21,34,33.4,4,1,6.6,,,0,RUSSIA,S.NanKURILNanISLANDS,44.14,149.029,0.05,2,,,-3,,,,,,,,,,,,,,,,,,,,,,,,
877,1978,3,23,0,31,2.1,4,1,6.8,,,0,RUSSIA,S.NanKURILNanISLANDS,44.209,148.971,0.17,4,,-2.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,
878,1978,3,23,3,15,20.3,4,1,7.5,,,0,RUSSIA,S.NanKURILNanISLANDS,44.932,148.439,0.3,15,,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,,
879,1978,3,24,19,47,50.7,4,1,7.6,,,0,RUSSIA,S.NanKURILNanISLANDS,44.244,148.862,0.65,20,,-1.7,0,,,,,,,,,,,,,,,,,,,,,,,,
880,1978,4,29,,,,0,8,,,,0,NORWAY,NORWAY:NanRISSA,63.56,9.94,6.8,0,,,,,,,,,,,3,,,,,1,1,,,,,,3,,,,
881,1978,6,12,8,14,26.4,4,1,7.7,,,0,JAPAN,SANRIKU,38.19,142.03,0.6,31,,,0.5,,,,,,,,,,,,,28,1,,,1000,4,865,4,,4,,
882,1978,6,12,,,,-1,1,,,,0,INDIA,INDIA,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1978,6,14,12,32,33.9,3,1,6.9,,,0,PHILIPPINES,"MINDANAONanISLAND,NanPHILIPPINES",8.249,122.403,0.03,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
884,1978,6,20,20,3,21,2,1,6.4,,,0,GREECE,"THESSALONIKINan(SALONICA),NanGREECE",40.739,23.229,0.45,5,,,2,,,,,,,,,,,,,50,1,,,,3,250,4,,,,
885,1978,6,21,,,,3,9,,,,0,ITALY,"EASTERNNanITALY,NanADRIATICNanSEA",,,3,8,,,4,,,,,,2,,3,,,,,,,,,,2,,3,,,,
886,1978,7,23,14,42,36.9,3,1,7.4,,,0,TAIWAN,TAIWAN,22.282,121.512,0.05,1,,-3.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
887,1978,8,14,14,17,50.4,4,1,4.4,,,0,SPAIN,CADIZ,36.37,-6.98,0.12,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
888,1978,10,10,,,,4,8,,,,0,NEWNanZEALAND,OFFNanEASTNanCOASTNanOFNanSOUTHNanISLAND,-43.08,172.97,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1978,11,29,19,52,47.6,2,1,7.8,,,0,MEXICO,MEXICO,16.01,-96.591,1.5,1,,0.6,,,,,,,,,,,,,,9,1,,,,3,,2,,,,
890,1978,,,,,,1,0,,,,0,VIETNAM,TRANanCONanCOAST,21.4,108,3,0,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1
891,1979,2,20,6,32,32.2,4,1,6.4,,,0,JAPAN,"IWATE,NanJAPAN",40.232,143.703,0.12,11,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
892,1979,2,28,21,27,8.1,4,3,7.5,,,0,USA,"SE.NanALASKA,NanAK",60.691,-141.671,0.15,2,,-1.7,,,,,,,,,,,,,,,,,,,,,1,,,,
893,1979,3,14,11,7,16.3,4,1,7.6,,,0,MEXICO,S.NanMEXICO,17.813,-101.276,1.3,3,,-3.3,,,,,,,,,,,,,,5,1,,,35,1,30,4,200,3,,
894,1979,3,31,,,,3,9,,,,0,JAPAN,"NAGASAKI,NanJAPAN",,,4.8,2,,,,3,1,,,,,,,,,,,3,1,,,,,,,,,,
895,1979,4,9,2,10,20.3,1,1,5.3,,,0,MONTENEGRO,MONTENEGRO:NanBARNanULCINJ,41.956,19.023,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1979,4,15,6,19,44.1,4,1,6.9,,,0,MONTENEGRO,MONTENEGRO,42.096,19.209,3,6,,,1,1,1,,,,,,1,,,,,131,3,,,1001,4,2700,4,,4,,
897,1979,5,15,6,59,21.2,0,1,5.6,,,0,GREECE,CRETE,34.53,24.437,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
898,1979,7,18,,,,4,8,,4603,,1,INDONESIA,LOMBLENNanISLANDNan[LEMBATA],-8.6,123.5,9,1,,,,1239,4,,,32,1,,3,,3,,,1239,4,,,32,1,,3,,3,,
899,1979,8,9,,,,-1,8,,,,0,INDONESIA,LOMBLENNanISLANDNan[LEMBATA],-8.5,123.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1979,9,3,2,12,,2,8,5,,,0,VENEZUELA,PUERTONanCUMAREBO,11.517,-69.5,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
901,1979,9,12,5,17,51.4,4,1,7.9,,,0,INDONESIA,IRIANNanJAYA,-1.679,136.04,2,2,,1,,100,2,,,,,,2,400,2,,,115,3,,,,3,,3,1000,3,,
902,1979,10,6,,,,4,8,,,,0,NORWAY,NORTHERNNanNORWAY,65.117,12.333,2,1,,,3,,,,,,,,1,,,,1,,,,,,,,1,,,,1
903,1979,10,16,13,57,,4,8,,,,2,FRANCE,FRENCHNanRIVIERANan(LIGURIANNanSEA),43.7,7.25,10,6,,1.6,,9,1,,,,,,1,,,,2,9,1,,,,,,1,,,,2
904,1979,11,16,15,21,25.7,2,1,6.9,,,0,FIJI,FIJINanISLANDS,-16.76,179.984,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,
905,1979,12,12,7,59,5.6,4,1,8.1,,,1,COLOMBIA,"COLOMBIA:NanOFFNanSHORE,NanPACIFICNanOCEAN",1.555,-79.276,6,54,,2.3,2.5,600,3,,,20000,4,8,3,10000,4,,,600,3,,,20000,4,8,3,10000,4,,
906,1980,1,1,16,42,42.1,4,1,6.9,,,0,PORTUGAL,AZORES,38.727,-27.75,0.41,2,,,1,,,,,,,,,,,,,69,2,,,600,3,5,3,15000,4,,
907,1980,2,23,5,51,3.2,4,1,7,,,0,RUSSIA,S.NanKURILNanISLANDS,43.53,146.753,0.16,10,,-0.7,-2,,,,,,,,,,,,,,,,,,,,,,,,
908,1980,5,18,,,,0,6,,3314,,0,USA,WASHINGTON,46.2,-122.18,250,2,,,,,,,,,,,,,,,,61,2,,,,,,,,,,
909,1980,5,22,,,,3,8,,,,0,PORTUGAL,AZORES,39.374,-31.229,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1980,6,29,7,20,5.5,4,1,6.2,,,0,JAPAN,HONSHUNanISLAND,34.808,139.181,0.56,16,,-0.7,,,,,,,,,,,,,,,,,,7,1,,2,,,,
911,1980,7,17,19,42,23.2,4,1,7.9,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-12.525,165.916,0.14,34,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
912,1980,10,10,12,25,26,4,3,7.1,,,0,ALGERIA,ELNanASNAM,36.199,1.374,0.7,6,,,2,,,,,,,,,,,,,5000,4,,,9000,4,5200,4,250000,4,,
913,1981,1,18,18,17,24.4,4,1,6.9,,,0,JAPAN,E.NanHONSHUNanISLAND,38.64,142.75,0.37,28,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,
914,1981,2,24,20,53,38.4,4,1,6.7,,,0,GREECE,ATHENS-EASTERNNanGULFNanOFNanCORINTH,38.222,22.934,1,4,,,3,,,,,,,,,,,,,22,1,,,400,3,812,4,8000,4,,
915,1981,3,4,21,58,5.9,3,1,6.4,,,0,GREECE,GULFNanOFNanCORINTH,38.209,23.288,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1981,5,11,7,10,,2,8,,,,0,SOUTHNanAFRICA,AGULHASNanBANK,-35.616,20.267,0.29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1981,5,25,5,25,14.4,4,1,7.6,,,0,NEWNanZEALAND,NEWNanZEALAND,-48.786,164.357,0.3,1,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
918,1981,9,1,9,29,31.5,4,1,7.7,,,0,SAMOA,SAMOANanISLANDS,-14.96,-173.085,1,4,,-3.3,-2,,1,,,,,,1,,1,,,,1,,,,,,1,,1,,
919,1981,10,20,,,,3,7,,7525,,0,INDONESIA,KRAKATAU,-6.102,105.423,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1981,10,25,3,22,15.5,4,1,7.3,,,0,MEXICO,MEXICO,18.084,-102.084,0.09,1,,,,,,,,,,,,,,,,3,1,,,28,1,,2,,,,2
921,1982,1,11,6,10,6.4,2,1,7.1,,,0,PHILIPPINES,PHILIPPINES,13.752,124.358,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1982,2,24,4,22,40.3,2,1,5.4,,,0,INDONESIA,JAVANanTRENCH,4.374,97.755,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1982,3,11,10,32,27.1,1,1,6.6,,,0,INDONESIA,SUMBAWANanISLAND,-9.265,118.479,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1982,3,21,2,32,7.7,4,1,6.9,,,0,JAPAN,HOKKAIDONanISLAND,42.158,142.361,1.3,31,,0.4,,,,,,,,,,,,,,110,3,,,100,2,1,2,,,,
925,1982,7,23,14,23,53.5,4,1,7.2,,,0,JAPAN,"IBARAKI,NanJAPAN",36.194,141.702,0.4,22,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
926,1982,12,19,17,43,54.8,4,1,7.5,,,0,TONGA,KERMADECNanISLANDS,-24.133,-175.864,0.2,4,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,
927,1982,12,25,12,28,2.8,-1,3,6,,,0,INDONESIA,FLORESNanSEA,-8.405,123.08,,0,,,,,,,,,,,,,,,,13,1,,,390,3,1.45,2,1875,4,,
928,1982,12,28,6,37,42.5,4,1,6.4,,,0,JAPAN,S.NanOFNanHONSHUNanISLAND,33.826,139.434,0.19,1,,-1.3,-1,,,,,,,,,,,,,,,,,,,,,,,,
929,1983,1,17,12,41,29.7,3,1,7.2,,,0,GREECE,IONIANNanSEA,38.026,20.228,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1983,3,12,1,36,35.8,4,1,6.9,,,0,INDONESIA,BANDANanSEA,-4.056,127.924,3,1,,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,
931,1983,3,18,9,5,50,4,1,7.9,,,0,PAPUANanNEWNanGUINEA,NEWNanBRITAIN,-4.883,153.581,0.13,4,,-1.7,,,,,,,,,,,,,,,,,,,,,2,,,,
932,1983,4,3,2,50,2.8,3,1,7.5,,,0,COSTANanRICA,COSTANanRICA,8.677,-83.098,0.13,3,,,,,,,,,,,,,,,,6,1,,,,2,1,2,,,,
933,1983,5,26,2,59,59.6,4,1,7.8,,,7,JAPAN,"NOSHIRO,NanJAPAN",40.462,139.102,14.93,230,,3.9,2,100,2,,,324,3,800,4,3513,4,,,104,3,,,324,3,800,4,3513,4,,
934,1983,6,9,12,49,3.8,4,1,5.9,,,0,JAPAN,"NOSHIRO,NanJAPAN",40.249,138.948,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1983,6,21,6,25,27.3,4,1,6.9,,,0,JAPAN,N.NanHONSHUNanISLAND,41.346,139.099,1,27,,,,,,,,,,,,,,,,,,,,,,,1,,,,
936,1983,8,6,15,43,51.2,2,1,7,,,0,GREECE,NORTHNanAEGEANNanSEA,40.142,24.766,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,
937,1983,8,17,10,55,54.1,4,1,7.1,,,0,RUSSIA,"KAMCHATKANanBAY,NanRUSSIA",55.867,161.287,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
938,1983,8,17,12,17,56,4,1,6.6,,,0,PHILIPPINES,LUZONNanISLAND,18.231,120.86,0.1,1,,,,,,,,,,,,,,,,16,1,,,47,1,,2,,3,,
939,1983,8,17,,,,1,6,,447,,0,INDONESIA,LESSERNanSUNDANanISLANDS,-8.54,123.59,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1983,8,18,9,,,4,8,,,,0,NORWAY,WESTERNNanNORWAY,61.233,7.717,7,1,,,4,,,,,,,,1,,,,,,,,,,,,1,,,,
941,1983,10,4,18,52,13.3,4,1,7.7,,,0,CHILE,NORTHERNNanCHILE,-26.535,-70.563,0.2,1,,-2.3,0.2,,,,,,,,,,,,,5,1,,,12,1,1,2,40,1,,
942,1983,11,30,17,46,0.6,4,1,7.7,,,0,UKNanTERRITORY,CHAGOSNanARCHIPELAGONanREGION,-6.852,72.11,1.5,3,,-1.3,,,,,,,,,1,,,,,,,,,,,,1,,,,
943,1984,1,8,15,24,13.5,1,1,6.8,,,0,INDONESIA,SULAWESI,-2.823,118.806,,0,,,,,,,,,,,,,,,,2,1,,,89,2,0.5,1,,,685,3
944,1984,2,11,8,2,52.1,4,3,5.6,,,0,GREECE,"CORINTHOSNanGULF,NanGREECE",38.308,22.11,,1,,,3,,,,,,,,,,,,,,,,,,,,1,,,,
945,1984,3,24,9,44,2.6,4,1,7.2,,,0,RUSSIA,S.NanKURILNanISLANDS,44.117,148.192,0.2,3,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,
946,1984,6,13,2,29,25.3,4,1,5.5,7538,,0,JAPAN,"TORINanSHIMA,NanOKINAWA",31.448,140.036,0.5,9,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
947,1984,8,6,19,6,38.3,4,1,7,,,0,JAPAN,"KYUSHU,NanJAPAN",32.386,131.945,0.2,6,,-2.3,,,,,,,,,,,,,,,,,,9,1,,,,,,
948,1984,8,15,,,,3,5,,40,,0,CAMEROON,LAKENanMONOUN,6.25,10.5,5,1,,,,,,,,,,,,,,,,37,1,,,,,,,,,,
949,1984,9,18,17,2,44.3,4,1,6.9,,,0,JAPAN,HONSHUNanISLAND,34.006,141.5,0.13,12,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
950,1984,12,28,10,37,53.7,4,1,6.8,,,0,RUSSIA,KAMCHATKA,56.194,163.46,0.2,2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,
951,1985,3,3,22,47,9.5,4,1,8,,,0,CHILE,CENTRALNanCHILE,-33.132,-71.708,3.5,64,,1.6,,,,,,,,,,,,,,180,3,,,2575,4,1500,4,,4,,
952,1985,3,16,14,54,0.7,4,1,6.4,,,0,GUADELOUPENan(FRENCHNanTERRITORY),GUADELOUPE,17.013,-62.448,0.12,1,,-3.3,,,,,,,,,,,,,,,,,,6,1,,2,,,,
953,1985,4,13,1,6,0.1,2,1,6.2,,,0,INDONESIA,BALINanISLAND,-9.245,114.185,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1985,7,3,4,36,51.7,4,3,7.3,,,0,PAPUANanNEWNanGUINEA,NEWNanIRELAND,-4.439,152.828,1.3,2,,0.4,,,,,,,,,,,,,,,,,,,,1,2,,1,,
955,1985,9,19,13,17,47.3,4,1,8,,,1,MEXICO,MEXICO,18.19,-102.533,3,19,,1.6,,,,,,,,,1,,,,,9500,4,,,30000,4,4000,4,,4,,
956,1985,9,21,1,37,13.4,4,1,7.6,,,0,MEXICO,MEXICO,17.802,-101.647,1.2,3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
957,1986,5,7,22,47,10.8,4,1,8,,,0,USA,"ANDREANOFNanISLANDS,NanAK",51.52,-174.776,0.9,66,,-0.1,,,,,,,,,,,,,,,,,,,,,2,,,,2
958,1986,5,17,16,20,22.2,1,1,6.4,,,0,USA,"ANDREANOFNanISLANDS,NanAK",52.327,-174.504,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1986,8,21,,,,4,6,,1719,,0,CAMEROON,LAKENanNYOS,6.25,10.5,75,1,,,,,,,,,,,,,,,,1700,4,,,300,3,,,,,,
960,1986,10,20,6,46,9.9,4,1,7.8,,,0,NEWNanZEALAND,KERMADECNanISLANDS,-28.117,-176.367,0.22,8,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,
961,1986,11,14,21,20,10.5,4,1,7.8,,,0,TAIWAN,TAIWAN,23.901,121.574,0.3,5,,,,,,,,6,,,1,,,,,15,1,,,50,1,,1,,,,
962,1987,2,6,13,16,17.8,4,1,6.7,,,0,JAPAN,E.NanHONSHUNanISLAND,36.988,141.689,0.1,3,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
963,1987,2,8,18,33,58.3,4,1,7.4,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-6.088,147.689,1.5,1,,1,,,,,,,,,,,,,,3,1,,,,,2.625,2,,3,,
964,1987,2,21,7,40,,4,8,,,,0,NORWAY,WESTERNNanNORWAY,62.2,6.65,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
965,1987,3,5,9,17,5.2,4,1,7.6,,,0,CHILE,NORTHERNNanCHILE,-24.388,-70.161,0.2,6,,-2.3,,,,,,,,,,,,,,1,1,,,,,,2,,,,
966,1987,3,18,3,36,30.3,4,1,6.7,,,0,JAPAN,KYUSHUNanISLAND,32.034,131.837,0.04,1,,-3.3,,,,,,,,,,,,,,2,1,,,5,1,,2,,,,
967,1987,3,24,12,49,47,4,1,5.1,,,0,JAPAN,HONSHUNanISLAND,37.447,137.865,0.16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1987,5,20,,,,4,8,,,,0,NEWNanZEALAND,DEEPNanCOVE,-45.46,167.15,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
969,1987,6,18,14,3,16.7,1,1,6.3,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-10.717,162.33,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1987,7,6,2,49,42.7,3,1,6.7,,,0,VANUATU,VANUATUNanISLANDS,-14.074,167.828,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1987,10,6,4,19,6,4,1,7.3,,,0,TONGA,TONGANanISLANDS,-17.94,-172.225,0.25,2,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
972,1987,10,12,13,57,4.7,4,1,7,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-7.288,154.371,0.04,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
973,1987,10,16,20,48,1.6,4,1,7.4,,,0,PAPUANanNEWNanGUINEA,SOLOMONNanSEA,-6.266,149.06,0.07,2,,-3.3,,,,,,,,,1,,,,,,,,,,,,2,,,,
974,1987,11,17,8,46,53.3,4,1,7.2,,,0,USA,"GULFNanOFNanALASKA,NanAK",58.586,-143.27,0.06,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
975,1987,11,26,1,43,14,-1,1,6.6,,,0,INDONESIA,TIMORNanSEA,-8.247,124.155,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1987,11,30,19,23,19.5,4,1,7.9,,,0,USA,"GULFNanOFNanALASKA,NanAK",58.679,-142.786,0.43,10,,-1,,,,,,,,,1,,,,,,,,,,,,1,,,,
977,1988,2,5,14,1,2.7,4,1,7.2,,,0,CHILE,NORTHERNNanCHILE,-24.753,-70.433,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1988,3,6,22,35,36.9,4,1,7.8,,,0,USA,"GULFNanOFNanALASKA,NanAK",57.262,-142.747,0.19,8,,-2.3,,,,,,,,,,,,,,,,,,,,0.005,1,,,,
979,1988,4,20,5,30,,4,8,,,,0,ITALY,"LANanFOSSANanVOLCANO,NanVULCANONanIS.",38.4,14.967,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,1988,4,30,,,,-1,9,,,,0,USA,S.NanCALIFORNIA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,1988,6,24,2,6,26.3,4,1,5.4,,,0,PHILIPPINES,NORTHNanOFNanLUZONNanISLAND,18.606,121.013,1.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,1988,7,5,20,32,7.2,4,1,6.8,,,0,PAPUANanNEWNanGUINEA,PAPUANanNEWNanGUINEA,-5.964,148.78,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,1988,8,6,0,36,24.6,0,1,7.2,,,0,BANGLADESH,"JAMUNANanRIVER,NanARICHA,NanBANGLADESH",25.149,95.127,,0,,,,2,1,30,1,,,,,,,,,5,1,30,1,42,1,,2,,,,
984,1988,8,10,4,38,29.2,4,1,7.6,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-10.258,160.896,0.09,2,,-3.3,,1,1,,,,,,1,100,2,,,1,1,,,,,,1,100,2,,
985,1988,8,20,23,9,9.5,0,1,6.6,,,0,BANGLADESH,BANGLADESH,26.755,86.616,,1,,,,2,1,,1,,,,,,,,,998,3,,1,,,131.5,4,,,,
986,1989,5,23,10,54,46.3,4,1,8.1,,,0,AUSTRALIA,MACQUARIENanISLAND,-52.341,160.568,0.15,4,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
987,1989,6,26,3,27,3.9,4,3,6.5,,,0,USA,HAWAII,19.362,-155.083,0.29,3,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
988,1989,9,4,13,14,58.2,4,1,7.1,,,0,USA,"SEMIDINanISLANDS,NanAK",55.543,-156.835,0.1,2,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
989,1989,10,18,0,4,15.2,4,1,6.9,,,0,USA,N.NanCALIFORNIA,37.036,-121.883,1,3,,-3.3,,,,,,,,,1,,,,,62,2,,,3757,4,5600,4,,3,,
990,1989,10,29,5,25,38.2,4,1,6.5,,,0,JAPAN,N.NanHONSHUNanISLAND,39.571,143.333,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1989,10,29,19,9,12.9,2,1,5.9,,,0,ALGERIA,"ALGIERS,NanCHERCHELL,NanTIPAZA",36.788,2.448,,1,,,,,,,,,,,,,,,,30,1,,,245,3,5,2,,,,
992,1989,11,1,10,25,52.2,3,1,4.4,,,0,USANanTERRITORY,PUERTONanRICO,18.986,-68.833,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1989,11,1,18,25,34.9,3,1,7.4,,,0,JAPAN,JAPAN,39.837,142.76,0.9,12,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,
994,1990,2,8,7,15,32.2,4,1,6.6,,,0,PHILIPPINES,PHILIPPINES,9.755,124.694,2.1,0,,,,,,,,,,,,,,,,,2,,,300,3,0.9,1,,,600,3
995,1990,2,20,6,53,39.8,4,1,6.4,,,0,JAPAN,JAPAN,34.706,139.252,0.16,1,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
996,1990,3,25,13,22,57.2,4,1,7.3,,,0,COSTANanRICA,COSTANanRICA,9.907,-84.753,1,4,,,,,,,,,,,,,,,,,,,,15,1,,2,8,1,34,1
997,1990,4,5,21,12,35.5,4,1,7.5,,,0,USANanTERRITORY,"MARIANANanTRENCH,NanN.NanMARIANANanISLANDS",15.125,147.596,1.8,34,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
998,1990,5,,,,,1,0,,,,0,PHILIPPINES,"CANIGUINNanIS.,PHILIPPINES",7,126,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1990,6,20,21,0,9.9,3,3,7.3,,,0,IRAN,CASPIANNanSEA,36.957,49.409,2,6,,,,,,,,,,,,,,,,40000,4,,,105000,4,7200,4,100000,4,,
1000,1990,9,23,21,13,7.4,4,1,6.5,,,0,JAPAN,"W.NanOFNanBONINNanISLANDS,NanIZUNanIS.,NanJAPAN",33.267,138.643,0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,1990,12,13,0,24,25.7,4,1,5.3,,,0,ITALY,EASTERNNanSICILY,37.3,15.438,0.1,1,,,,,,,,,,,,,,,,19,1,,,200,3,500,4,,,,
1002,1990,12,13,19,50,17.8,4,1,6.3,,,0,TAIWAN,TAIWAN,23.722,121.627,0.04,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1003,1991,1,4,,,,1,0,,,,0,GREECE,EASTNanAEGEANNanSEA,37.7,26.3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1991,2,9,16,18,58.3,4,1,6.9,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.929,159.139,0.02,1,,-3.3,,,,,,,,,,,,,,,,,,,,,1,,,,
1005,1991,2,16,1,23,40.4,4,1,5.7,,,0,RUSSIA,N.NanKURILNanISLANDS,48.268,154.328,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1991,2,21,2,35,34,4,1,6.7,,,0,USA,"BERINGNanSEA,NanAK",58.427,-175.45,0.15,2,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1991,4,22,21,56,51.8,4,1,7.6,,,0,COSTANanRICA,"LIMON,NanPANDORA",9.685,-83.073,3,43,,1,,3,1,,,,,,1,,2,,,90,2,,,895,3,510,4,,3,,
1008,1991,5,7,,,,1,9,,,,0,GREECE,EASTNanAEGEANNanSEA,37.133,26.833,0.5,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,
1009,1991,10,14,15,58,12.7,4,1,7.2,,,0,SOLOMONNanISLANDS,SOLOMONNanISLANDS,-9.094,158.442,0.15,2,,-3.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,
1010,1991,11,,,,,3,8,,,,0,CHINA,AOSHAN,29.95,122.14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1991,12,22,8,43,13.4,1,1,7.6,,,0,RUSSIA,S.NanKURILNanISLANDS,45.533,151.021,0.52,6,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
